,base_estimator,density,learning_rate,n_estimators,cv_score_avg,cv_score_std,privacy,epsilon,delta
0,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.1,5,0.7581462193737643,0.002077285852401937,"(2, 0)-DP",2.0,0
1,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.1,10,0.7596818459093908,0.0010730045888775559,"(2, 0)-DP",2.0,0
2,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.1,20,0.7592825688634073,0.0001376192992959435,"(2, 0)-DP",2.0,0
3,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.1,5,0.7593132955408405,0.000261287099525393,"(2, 0)-DP",2.0,0
4,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.1,10,0.759282583010128,0.00014684154380955437,"(2, 0)-DP",2.0,0
5,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.1,20,0.7592825782945545,7.049742660851414e-05,"(2, 0)-DP",2.0,0
6,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.1,5,0.7592518610482684,7.620366901801567e-05,"(2, 0)-DP",2.0,0
7,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.1,10,0.7595896470147967,0.0007517756020749999,"(2, 0)-DP",2.0,0
8,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.1,20,0.7591904454179904,4.662759153779561e-05,"(2, 0)-DP",2.0,0
9,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.1,5,0.759344008071553,0.00032196326382867297,"(2, 0)-DP",2.0,0
10,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.1,10,0.7602346525999221,0.001725809374795181,"(2, 0)-DP",2.0,0
11,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.1,20,0.7599582492546565,0.000992869621333969,"(2, 0)-DP",2.0,0
12,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.25,5,0.7612789729556197,0.005952390785901764,"(2, 0)-DP",2.0,0
13,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.25,10,0.7628452129949136,0.012422418154245008,"(2, 0)-DP",2.0,0
14,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.25,20,0.7803507236141967,0.017631428891904173,"(2, 0)-DP",2.0,0
15,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.25,5,0.7598353708383648,0.0005115457673945735,"(2, 0)-DP",2.0,0
16,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.25,10,0.769970482395632,0.009749555485376791,"(2, 0)-DP",2.0,0
17,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.25,20,0.7798288510863362,0.007494542081411466,"(2, 0)-DP",2.0,0
18,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.25,5,0.753170794113908,0.012970232532006342,"(2, 0)-DP",2.0,0
19,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.25,10,0.7600810333594765,0.005064182601858355,"(2, 0)-DP",2.0,0
20,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.25,20,0.7794598716005902,0.010138056216442185,"(2, 0)-DP",2.0,0
21,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.25,5,0.7600196884628022,0.0010713684023687096,"(2, 0)-DP",2.0,0
22,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.25,10,0.7741780660942338,0.013305998474524513,"(2, 0)-DP",2.0,0
23,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.25,20,0.785940507946496,0.011614896615994777,"(2, 0)-DP",2.0,0
24,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.5,5,0.7553821057563572,0.008008902302380055,"(2, 0)-DP",2.0,0
25,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.5,10,0.7119268927652161,0.03566740895751192,"(2, 0)-DP",2.0,0
26,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.5,20,0.737200735554029,0.023002432851031946,"(2, 0)-DP",2.0,0
27,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.5,5,0.7698472833203373,0.009251174780737838,"(2, 0)-DP",2.0,0
28,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.5,10,0.7566410460123035,0.02819535435946161,"(2, 0)-DP",2.0,0
29,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.5,20,0.7631840222409085,0.01830516342564284,"(2, 0)-DP",2.0,0
30,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.5,5,0.7520359913323984,0.024268127343850386,"(2, 0)-DP",2.0,0
31,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.5,10,0.7069797656624004,0.07236328097286497,"(2, 0)-DP",2.0,0
32,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.5,20,0.7485026356283841,0.012706405414520608,"(2, 0)-DP",2.0,0
33,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.5,5,0.7613403744391768,0.003984546574270283,"(2, 0)-DP",2.0,0
34,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.5,10,0.7652720404965914,0.017367966083358513,"(2, 0)-DP",2.0,0
35,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.5,20,0.7783240502551879,0.01987398186658906,"(2, 0)-DP",2.0,0
36,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.75,5,0.7335456143090873,0.03507194996927055,"(2, 0)-DP",2.0,0
37,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.75,10,0.6885541476110338,0.09854923007256648,"(2, 0)-DP",2.0,0
38,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.75,20,0.7234443086987998,0.04626000554363187,"(2, 0)-DP",2.0,0
39,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.75,5,0.7537234546216582,0.02506632450580437,"(2, 0)-DP",2.0,0
40,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.75,10,0.7292778457449117,0.022273090740990074,"(2, 0)-DP",2.0,0
41,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.75,20,0.7308137552149528,0.035963908402649875,"(2, 0)-DP",2.0,0
42,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.75,5,0.7265737755258712,0.03784052027135201,"(2, 0)-DP",2.0,0
43,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.75,10,0.6712024259928452,0.048387065886903884,"(2, 0)-DP",2.0,0
44,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.75,20,0.7087911825187275,0.041379535821381354,"(2, 0)-DP",2.0,0
45,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.75,5,0.780873067699415,0.011234747946729412,"(2, 0)-DP",2.0,0
46,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=2,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.75,10,0.731030346224957,0.04137893821515907,"(2, 0)-DP",2.0,0
47,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=2, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.75,20,0.7540305610664892,0.02971761753686183,"(2, 0)-DP",2.0,0
48,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.1,5,0.7592518704794153,0.00014188159729582828,"(2, 0)-DP",2.0,0
49,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.1,10,0.7591904548491375,0.00023284646365371537,"(2, 0)-DP",2.0,0
50,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.1,20,0.7591290203565653,0.0002836024511466096,"(2, 0)-DP",2.0,0
51,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.1,5,0.7598354085629534,0.0008230654516053332,"(2, 0)-DP",2.0,0
52,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.1,10,0.7620774233049683,0.004959766117483179,"(2, 0)-DP",2.0,0
53,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.1,20,0.7596818129003757,0.0005206882850256684,"(2, 0)-DP",2.0,0
54,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.1,5,0.7595282832558281,0.00041547714981127795,"(2, 0)-DP",2.0,0
55,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.1,10,0.7606646468921918,0.0019596371422734163,"(2, 0)-DP",2.0,0
56,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.1,20,0.7660085140624063,0.009409466101569784,"(2, 0)-DP",2.0,0
57,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.1,5,0.762200254565524,0.002522698110868774,"(2, 0)-DP",2.0,0
58,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.1,10,0.7619545731821181,0.0032718493588592074,"(2, 0)-DP",2.0,0
59,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.1,20,0.7650256612082958,0.007149180001846892,"(2, 0)-DP",2.0,0
60,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.25,5,0.7620770743525235,0.004220161116089765,"(2, 0)-DP",2.0,0
61,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.25,10,0.7854797445366308,0.018525644922424478,"(2, 0)-DP",2.0,0
62,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.25,20,0.7947548675093585,0.009219767643191858,"(2, 0)-DP",2.0,0
63,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.25,5,0.767113934104952,0.005154174680287408,"(2, 0)-DP",2.0,0
64,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.25,10,0.7836369266758488,0.01332059523737142,"(2, 0)-DP",2.0,0
65,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.25,20,0.7874449456784787,0.008725982875335828,"(2, 0)-DP",2.0,0
66,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.25,5,0.7648108479695306,0.007781321110186172,"(2, 0)-DP",2.0,0
67,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.25,10,0.7754679782374393,0.010596281910547971,"(2, 0)-DP",2.0,0
68,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.25,20,0.7894721566128752,0.009859613676504706,"(2, 0)-DP",2.0,0
69,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.25,5,0.7658548146572098,0.0037808485091365856,"(2, 0)-DP",2.0,0
70,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.25,10,0.7929120496485765,0.012330058687210831,"(2, 0)-DP",2.0,0
71,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.25,20,0.7928806675064161,0.01124486708599148,"(2, 0)-DP",2.0,0
72,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.5,5,0.7672062650356064,0.005793254850130652,"(2, 0)-DP",2.0,0
73,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.5,10,0.7761128470709309,0.020323502787415373,"(2, 0)-DP",2.0,0
74,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.5,20,0.7732567278974465,0.013409247920720908,"(2, 0)-DP",2.0,0
75,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.5,5,0.7734712629173707,0.010449757696769825,"(2, 0)-DP",2.0,0
76,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.5,10,0.7760218506475992,0.02480208300210875,"(2, 0)-DP",2.0,0
77,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.5,20,0.7760200351517716,0.022497567366352576,"(2, 0)-DP",2.0,0
78,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.5,5,0.7789381263932162,0.0039798736585359125,"(2, 0)-DP",2.0,0
79,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.5,10,0.7887348766839783,0.010203476383010581,"(2, 0)-DP",2.0,0
80,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.5,20,0.7668691298182315,0.016737058125802187,"(2, 0)-DP",2.0,0
81,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.5,5,0.7778016401519395,0.012360077262886633,"(2, 0)-DP",2.0,0
82,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.5,10,0.7762668954285721,0.018068786404958157,"(2, 0)-DP",2.0,0
83,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.5,20,0.775406477726837,0.020799161812436174,"(2, 0)-DP",2.0,0
84,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.75,5,0.762629508512742,0.015480281250709224,"(2, 0)-DP",2.0,0
85,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.75,10,0.7504377797042467,0.030343895392396472,"(2, 0)-DP",2.0,0
86,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.75,20,0.7346835152224374,0.0370574143803216,"(2, 0)-DP",2.0,0
87,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.75,5,0.7855720330271228,0.01770451051844214,"(2, 0)-DP",2.0,0
88,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.75,10,0.7499786478828394,0.039889736316113394,"(2, 0)-DP",2.0,0
89,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.75,20,0.7745159416566603,0.02613949282742471,"(2, 0)-DP",2.0,0
90,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.75,5,0.779858889290027,0.01512050486542703,"(2, 0)-DP",2.0,0
91,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.75,10,0.7524027969387251,0.015756383353142424,"(2, 0)-DP",2.0,0
92,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.75,20,0.7450944831184352,0.03144374313607337,"(2, 0)-DP",2.0,0
93,"DPRandomForest(dp_epsilon=0.4, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.75,5,0.7886434652901718,0.01772345985527069,"(2, 0)-DP",2.0,0
94,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694,
               extra_random=False, global_epsilon=2, labeling_budget_ratio=0.5,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.75,10,0.75323312456546,0.034392425643297385,"(2, 0)-DP",2.0,0
95,"DPRandomForest(dp_zeta=0.0003071158748195694, extra_random=False,
               global_epsilon=2, labeling_budget_ratio=0.5, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.75,20,0.7584540850259414,0.015514991051921535,"(2, 0)-DP",2.0,0
96,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.1,5,0.7589140326415775,0.0005430485817264225,"(1, 0)-DP",1.0,0
97,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.1,10,0.7591290203565653,0.00012000909258298885,"(1, 0)-DP",1.0,0
98,"DPRandomForest(dp_epsilon=0.05, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.1,20,0.7591290203565653,0.00012000909258298885,"(1, 0)-DP",1.0,0
99,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.1,5,0.7600503962779412,0.0017321470768539916,"(1, 0)-DP",1.0,0
100,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=1, max_depth=2,
               max_random_trees=10, max_splits=30)",0.1,0.1,10,0.7593132766785462,0.00019903492957382696,"(1, 0)-DP",1.0,0
101,"DPRandomForest(dp_epsilon=0.05, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=2, max_random_trees=10, max_splits=30)",0.1,0.1,20,0.7593132955408405,0.000261287099525393,"(1, 0)-DP",1.0,0
102,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.1,5,0.7591290250721388,0.00014683559040906322,"(1, 0)-DP",1.0,0
103,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=1, max_depth=13,
               max_random_trees=5, max_splits=30)",0.1,0.1,10,0.7590983172569998,0.0001651812051188667,"(1, 0)-DP",1.0,0
104,"DPRandomForest(dp_epsilon=0.05, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=13, max_random_trees=5, max_splits=30)",0.1,0.1,20,0.7591904454179903,0.0001077345242728747,"(1, 0)-DP",1.0,0
105,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.1,5,0.760081094661933,0.001571322026113227,"(1, 0)-DP",1.0,0
106,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=1, max_depth=13,
               max_random_trees=10, max_splits=30)",0.1,0.1,10,0.7595896517303704,0.000677618791795404,"(1, 0)-DP",1.0,0
107,"DPRandomForest(dp_epsilon=0.05, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=13, max_random_trees=10, max_splits=30)",0.1,0.1,20,0.7597739646392341,0.0004997649057959446,"(1, 0)-DP",1.0,0
108,"DPRandomForest(dp_epsilon=0.2, dp_zeta=0.0003071158748195694, global_epsilon=1,
               max_depth=2, max_random_trees=5, max_splits=30)",0.1,0.25,5,0.7596204208479658,0.0006200278344040454,"(1, 0)-DP",1.0,0
109,"DPRandomForest(dp_zeta=0.0003071158748195694, global_epsilon=1, max_depth=2,
               max_random_trees=5, max_splits=30)",0.1,0.25,10,0.7709829914919735,0.013286929965045652,"(1, 0)-DP",1.0,0
